iter	Logloss
413	0.2981267019
414	0.2977792976
415	0.2973790792
416	0.2970380761
417	0.2968089446
418	0.2965874201
419	0.2963971572
420	0.2962155611
421	0.2960703161
422	0.2958996313
423	0.295631704
424	0.2953973049
425	0.2951894558
426	0.2949661625
427	0.2946217677
428	0.2945823932
429	0.2945384192
430	0.2944348846
431	0.2941495788
432	0.2940164233
433	0.293808047
434	0.2934640923
435	0.293118834
436	0.2929365699
437	0.2926977985
438	0.2926910158
439	0.292300743
440	0.2920048816
441	0.2918172878
442	0.2915321373
443	0.2914139798
444	0.291163671
445	0.290894341
446	0.2907418095
447	0.2904982976
448	0.2902474295
449	0.2900826531
450	0.289775554
451	0.2895721337
452	0.2894716428
453	0.2893999198
454	0.2889193876
455	0.2887750501
456	0.2886249697
457	0.288246682
458	0.2880698818
459	0.287771625
460	0.2875508719
461	0.2873589183
462	0.2871761319
463	0.2868910461
464	0.2865619268
465	0.2864227016
466	0.2862976557
467	0.2860498585
468	0.2857548674
469	0.2853883463
470	0.2851542925
471	0.2849877548
472	0.2848375302
473	0.2844867932
474	0.2843498601
475	0.2842658371
476	0.2841526056
477	0.283935493
478	0.2837405953
479	0.2835778091
480	0.2832592133
481	0.2831176477
482	0.2830589598
483	0.2828769654
484	0.2827382785
485	0.2825710432
486	0.2824291793
487	0.2821962128
488	0.2819002758
489	0.2817505088
490	0.2814506651
491	0.2813545376
492	0.281170493
493	0.2809815079
494	0.2807428706
495	0.2804941667
496	0.2801839674
497	0.2801008526
498	0.2798869458
499	0.2796262785
500	0.2793966978
501	0.2792676317
502	0.2792438557
503	0.2790762508
504	0.2788306109
505	0.2786021443
506	0.278391323
507	0.278215151
508	0.2779025931
509	0.2776630463
510	0.2775212932
511	0.2773857928
512	0.276989796
513	0.276857374
514	0.2766138584
515	0.2764617681
516	0.276230796
517	0.2760034429
518	0.2756956689
519	0.2755303222
520	0.2752985322
521	0.2750700623
522	0.2748732971
523	0.2747388235
524	0.2745127108
525	0.2742686488
526	0.2741164625
527	0.2739666016
528	0.2737551046
529	0.2734819177
530	0.2733218665
531	0.2731707593
532	0.2729883996
533	0.2727635739
534	0.2726265905
535	0.2723246648
536	0.2722211242
537	0.2720032298
538	0.2718031743
539	0.2716006894
540	0.2715102721
541	0.2712140743
542	0.2709714517
543	0.2707862007
544	0.2705629899
545	0.2703880423
546	0.2700592791
547	0.2697092958
548	0.2695211465
549	0.2694374506
550	0.2693072739
551	0.2689252671
552	0.2686509064
553	0.2684398401
554	0.2682725577
555	0.2680604553
556	0.2678474295
557	0.2676156942
558	0.2674614028
559	0.2671751698
560	0.2670150158
561	0.2668396066
562	0.2666421521
563	0.2663952411
564	0.2661323133
565	0.2658155689
566	0.26579719
567	0.2656159692
568	0.2655060851
569	0.2653545123
570	0.2650316737
571	0.2648595886
572	0.2646745334
573	0.264485586
574	0.2641472849
575	0.2640233075
576	0.2638136366
577	0.2636485719
578	0.2634397948
579	0.2632533958
580	0.2630883831
581	0.2629731915
582	0.2627865149
583	0.262505999
584	0.2623260814
585	0.2622290441
586	0.2620227607
587	0.2618737969
588	0.2617287453
589	0.2615608543
590	0.2613235786
591	0.2611798639
592	0.2609721256
593	0.2607527734
594	0.2605616691
595	0.2603045182
596	0.2602189696
597	0.2601195772
598	0.2598834366
599	0.2596820588
600	0.2595568114
601	0.2594496495
602	0.2593813315
603	0.259109391
604	0.2588960979
605	0.2588072251
606	0.2586194529
607	0.258455875
608	0.2581246838
609	0.2577609445
610	0.2574123649
611	0.2572020044
612	0.2569833746
613	0.256822605
614	0.2567444224
615	0.2565233616
616	0.2563841154
617	0.2563005447
618	0.2561642108
619	0.2559401654
620	0.2556767688
621	0.2555776122
622	0.2555156055
623	0.2552473395
624	0.2549939294
625	0.2549419778
626	0.2548751377
627	0.2546010552
628	0.2543713546
629	0.2542312363
630	0.2540522786
631	0.2539253423
632	0.2537818779
633	0.2535838649
634	0.2534525529
635	0.2533067626
636	0.2531341698
637	0.2530109052
638	0.2528247469
639	0.2526649299
640	0.2525731646
641	0.2524106729
642	0.2523401365
643	0.252163178
644	0.2519333776
645	0.2518188126
646	0.2516482417
647	0.2514941237
648	0.251305324
649	0.2511730562
650	0.2510078965
651	0.2507839185
652	0.2504383201
653	0.2502186582
654	0.2500887444
655	0.2498815667
656	0.2496728736
657	0.2495895995
658	0.2494061647
659	0.2493082551
660	0.249084141
661	0.2489249976
662	0.2487376854
663	0.2484629405
664	0.2483238004
665	0.248213406
666	0.2479961048
667	0.247893779
668	0.2476542858
669	0.2475320616
670	0.2473417436
671	0.2470479723
672	0.2467984462
673	0.2466829366
674	0.2465093945
675	0.246334339
676	0.2461839362
677	0.2460149105
678	0.2457408963
679	0.2454767414
680	0.2453712142
681	0.2452794052
682	0.2451060902
683	0.2449627598
684	0.2447842338
685	0.2446120975
686	0.2444550224
687	0.2441144626
688	0.2439655998
689	0.2438496866
690	0.2437522399
691	0.2434685522
692	0.2433393625
693	0.2432309453
694	0.2431286725
695	0.2429364746
696	0.2426870282
697	0.2425398123
698	0.2423991689
699	0.242258598
700	0.2420385144
701	0.2418751405
702	0.2417192107
703	0.2415969859
704	0.2414043478
705	0.2413658213
706	0.2411834043
707	0.2411149755
708	0.2409317836
709	0.2408114805
710	0.2407389443
711	0.2406218539
712	0.2404916471
713	0.2403337307
714	0.2401901215
715	0.2400916559
716	0.239964334
717	0.2398798503
718	0.2397193419
719	0.2396174195
720	0.2394180691
721	0.239202889
722	0.23901454
723	0.2387486294
724	0.2385434145
725	0.2384025886
726	0.2381923618
727	0.2380140725
728	0.2378611711
729	0.2377385773
730	0.2375288136
731	0.2373811009
732	0.2372195953
733	0.237098593
734	0.2370231776
735	0.2368703237
736	0.2367559988
737	0.2364668948
738	0.236310798
739	0.2361256231
740	0.2359540099
741	0.2358260435
742	0.2355036771
743	0.2353793396
744	0.2353077243
745	0.2351787276
746	0.2350104577
747	0.2348743072
748	0.23470814
749	0.2345882835
750	0.2343863538
751	0.2341616536
752	0.2339515928
753	0.2337518796
754	0.2336176098
755	0.2334606442
756	0.2332848788
757	0.233112753
758	0.232840008
759	0.2326293232
760	0.2323892276
761	0.2321247781
762	0.2319300137
763	0.2318100622
764	0.231762059
765	0.2316412731
766	0.2315184979
767	0.2313318145
768	0.2311341819
769	0.2310368686
770	0.2308178097
771	0.2306359889
772	0.2303431595
773	0.2302130617
774	0.2300141838
775	0.2297909763
776	0.2296129861
777	0.2295682685
778	0.2294403078
779	0.2292972569
780	0.2290383931
781	0.2288615867
782	0.2287606014
783	0.2284982341
784	0.2283440603
785	0.228144527
786	0.2279036581
787	0.2276468806
788	0.2275445548
789	0.227469221
790	0.227183461
791	0.2269613719
792	0.2266317433
793	0.2265082473
794	0.2263381503
795	0.226110347
796	0.2259593672
797	0.2256809493
798	0.2256109598
799	0.2255597239
800	0.2254739411
801	0.2252224405
802	0.2250838605
803	0.2249797063
804	0.2248160839
805	0.2246306055
806	0.2245129717
807	0.22435966
808	0.2241834594
809	0.2239886238
810	0.2238739097
811	0.2237690216
812	0.2235707695
813	0.2234561916
814	0.2231942596
815	0.2230718502
816	0.2228803112
817	0.2226879845
818	0.2225037387
819	0.2223929586
820	0.2223549942
821	0.2222772129
822	0.2222028178
823	0.222097229
824	0.2219260208
825	0.221829398
826	0.2217581554
827	0.22159061
828	0.221471941
829	0.2212801021
830	0.2211166535
831	0.2210356216
832	0.2209356421
833	0.2207644038
834	0.2206746933
835	0.2205167255
836	0.2203634863
837	0.220322998
838	0.2200721411
839	0.2200062275
840	0.219788943
841	0.2195093123
842	0.2193730263
843	0.2193287563
844	0.2192028246
845	0.2188291602
846	0.2186477269
847	0.2185260146
848	0.2183810925
849	0.2183082313
850	0.2182264983
851	0.218111114
852	0.2180088182
853	0.2179199818
854	0.2178769031
855	0.217783056
856	0.2176008741
857	0.2172980817
858	0.2171702227
859	0.2170576356
860	0.2169610363
861	0.2168275157
862	0.2166555263
863	0.216565072
864	0.2164025853
865	0.2162987487
866	0.2161504753
867	0.2159440541
868	0.2158170934
869	0.2156830395
870	0.2155228083
871	0.2154122745
872	0.2152135739
873	0.2150135883
874	0.2148413199
875	0.2147313016
876	0.2145728726
877	0.2144834759
878	0.2143056453
879	0.2140392179
880	0.2139719136
881	0.2138058794
882	0.2136124372
883	0.213443347
884	0.2133318727
885	0.2130859349
886	0.2129668103
887	0.2128387548
888	0.2127703184
889	0.2126058303
890	0.2124740032
891	0.2122581111
892	0.212153022
893	0.2120008856
894	0.2118699384
895	0.2117723087
896	0.2115668199
897	0.211373956
898	0.2112310137
899	0.2111242762
900	0.211075279
901	0.2108649118
902	0.2106829103
903	0.210346285
904	0.2101116298
905	0.2099363567
906	0.2098459198
907	0.2096888906
908	0.2095482031
909	0.2094634301
910	0.2092833575
911	0.2091912251
912	0.2090498828
913	0.2089702387
914	0.2087423888
915	0.2085443671
916	0.2083296484
917	0.2080110197
918	0.2079315571
919	0.2078289191
920	0.207740675
921	0.2074592206
922	0.207319527
923	0.2072070772
924	0.2069675255
925	0.206781439
926	0.2067085383
927	0.206494619
928	0.2063472644
929	0.206250403
930	0.206167402
931	0.206052415
932	0.2059044417
933	0.2056572423
934	0.2053814093
935	0.2052931446
936	0.2051678847
937	0.2050427431
938	0.2049956945
939	0.2048739875
940	0.2047209806
941	0.2046269704
942	0.2045937138
943	0.2044525873
944	0.2042816451
945	0.2040081053
946	0.2038889013
947	0.2037802299
948	0.2036964462
949	0.2035286016
950	0.2034523506
951	0.2033516729
952	0.2032218312
953	0.2031594794
954	0.2030197865
955	0.2028073523
956	0.2026292091
957	0.2025214684
958	0.2024359293
959	0.2023451439
960	0.2022072062
961	0.2020366564
962	0.2019211129
963	0.201751628
964	0.2015651719
965	0.2014287501
966	0.2011785609
967	0.2010168373
968	0.2009857852
969	0.2008781806
970	0.2007657632
971	0.200601191
972	0.2005449232
973	0.2003709787
974	0.2001556593
975	0.1999143736
976	0.1998766753
977	0.1997457332
978	0.1996623366
979	0.1995492969
980	0.1993946258
981	0.1992464365
982	0.1991087635
983	0.1990484137
984	0.1988468426
985	0.1987335079
986	0.1985977926
987	0.1984839841
988	0.1982869746
989	0.1981434715
990	0.1979261144
991	0.1978247051
992	0.1975837432
993	0.1975395601
994	0.1973944294
995	0.1972680236
996	0.1971433242
997	0.1971008304
998	0.1970230415
999	0.1968847816
